"security_id","symbol","name","series","tick_size","lot_size","instrument_type","segment","exchange","upper_limit","lower_limit","expiry_date","strike_price","freeze_quantity"
"12978","NPBET","Tata Private Bank ETF","EQ","1.0000","1","ETF","E","NSE","327.8000","218.5300","","","12058"
"5851","BANKNIFTY1","Kotak Banking ETF","EQ","1.0000","1","ETF","E","NSE","653.7300","435.8200","","","179680"
"7218","SBIETFQLTY","SBI Quality ETF","EQ","1.0000","1","ETF","E","NSE","298.7100","199.1400","","","67920"
"533244","GOLDIETF","ICICI Prudential Gold ETF","E","1.0000","1","ETF","E","BSE","78.2700","52.1800","","","-1"
"21252","AXISNIFTY","Axis Nifty ETF","EQ","1.0000","1","ETF","E","NSE","335.6100","223.7400","","","354855"
"9847","NV20BEES","Nippon India Nv20 ETF","EQ","1.0000","1","ETF","E","NSE","198.5700","132.3800","","","351033"
"15061","PSUBANK","Kotak Mahindra PSU Bank ETF","EQ","1.0000","1","ETF","E","NSE","809.3200","539.5500","","","148690"
"6062","LICNETFGSC","LIC MF G-SEC Long Term ETF","EQ","1.0000","1","ETF","E","NSE","31.7200","21.1500","","","3783238"
"10176","SETFNIF50","SBI Nifty 50 ETF","EQ","1.0000","1","ETF","E","NSE","326.4400","217.6300","","","364517"
"522","ICICIB22","ICICI Bharat 22 ETF","EQ","1.0000","1","ETF","E","NSE","144.1400","96.0900","","","834855"
"533570","AXISGOLD","Axis Gold ETF","E","1.0000","1","ETF","E","BSE","76.3800","50.9200","","","-1"
"4378","SENSEXIETF","ICICI Prudential Sensex ETF","EQ","1.0000","1","ETF","E","NSE","1139.1300","759.4200","","","104232"
"7353","SETFNN50","SBI Nifty Next 50 ETF","EQ","1.0000","1","ETF","E","NSE","975.8800","650.5900","","","18230"
"17395","SETF10GILT","SBI 10 year Gilt ETF","EQ","1.0000","1","ETF","E","NSE","287.8900","191.9200","","","45408"
"533172","IVZINGOLD","Invesco India Gold ETF","E","1.0000","1","ETF","E","BSE","7976.9100","5317.9400","","","-1"
"533719","LICMFGOLD","IDBI Gold ETF","E","1.0000","1","ETF","E","BSE","8248.5300","5499.0200","","","-1"
"15032","PSUBNKBEES","Nippon India PSU Bank ETF","EQ","1.0000","1","ETF","E","NSE","90.2800","60.1900","","","1332749"
"11439","BANKBEES","Nippon India Bank Bees ETF","EQ","1.0000","1","ETF","E","NSE","652.6200","435.0800","","","179980"
"18783","IDFNIFTYET","IDFC Nifty ETF","EQ","1.0000","1","ETF","E","NSE","335.2800","223.5200","","","4672"
"10515","UTISENSETF","UTI Sensex ETF","EQ","1.0000","1","ETF","E","NSE","1097.9400","731.9600","","","107940"
"14535","GOLDSHARE","UTI Gold ETF","EQ","5.0000","1","ETF","E","NSE","76.8000","51.2000","","","1564804"
"16253","EBBETF0430","Bharat Bond ETF - April 2030","EQ","1.0000","1","ETF","E","NSE","1702.8600","1135.2400","","","70561"
"533385","MON100","Motilal Oswal Nasdaq ETF","E","1.0000","1","ETF","E","BSE","196.9600","131.3100","","","-1"
"21423","MOM100","Motilal Oswal M100 ETF","EQ","1.0000","1","ETF","E","NSE","77.2200","51.4800","","","1545795"
"7838","NETF","Tata Nifty ETF","EQ","1.0000","1","ETF","E","NSE","330.2700","220.1800","","","360581"
"20532","AXISGOLD","Axis Gold ETF","EQ","1.0000","1","ETF","E","NSE","76.3800","50.9200","","","1571324"
"24217","IVZINNIFTY","Invesco India Nifty ETF","EQ","1.0000","1","ETF","E","NSE","3480.3400","2320.2300","","","10681"
"9168","UTISXN50","UTI Sensex Next 50 ETF","EQ","1.0000","1","ETF","E","NSE","112.9900","75.3200","","","77334"
"14428","GOLDBEES","Nippon India Gold Bees ETF","EQ","1.0000","1","ETF","E","NSE","75.9800","50.6500","","","1578285"
"590101","GOLDSHARE","UTI Gold ETF","E","1.0000","1","ETF","E","BSE","76.7700","51.1800","","","-1"
"10939","JUNIORBEES","Nippon India Junior Bees ETF","EQ","1.0000","1","ETF","E","NSE","985.2200","656.8100","","","122628"
"18102","NIFTY1","Kotak Nifty ETF","EQ","1.0000","1","ETF","E","NSE","336.3100","224.2000","","","354057"
"16819","QNIFTY","Quantum Nifty ETF","EQ","1.0000","1","ETF","E","NSE","3340.5400","2227.0300","","","7295"
"2328","CPSEETF","CPSE ETF","EQ","1.0000","1","ETF","E","NSE","121.8100","81.2000","","","980675"
"14858","GOLD1","Kotak Mahindra Gold ETF","EQ","1.0000","1","ETF","E","NSE","76.4200","50.9500","","","1570039"
"4838","LIQUIDIETF","ICICI Liquid ETF","EQ","1.0000","1","ETF","E","NSE","1200.0000","800.0000","","","99997"
"22739","MON100","Motilal Oswal Nasdaq ETF","EQ","1.0000","1","ETF","E","NSE","196.9600","131.3100","","","613221"
"22239","EBBETF0431","Bharat Bond ETF April 2031","EQ","1.0000","1","ETF","E","NSE","1525.5300","1017.0200","","","78703"
